id,Composer,Title,Publisher,Comment,OCLC,Classification
375,"Stutschewsky, Joachim, 1891-1982.",Neue Etüden-Sammlung für Violoncell. Nouvelle collection d'etudes pour le violoncelle. New collection of studies for violoncello,"B. Schott's Sohne, Mainz, .", Volume III only. Very good condition. No bowmarkings.,9427849,TECH S787 Neue vol. 3
286,"Stutschewsky, Joachim, 1891-1982.",Neue Etüden-Sammlung für Violoncello =new collection of studies for violoncello / I,"B. Schott's Sohne, Mainz, .", 34 pages of music. Volume I of IV. Very good condition.,1710415,TECH S787 Neue vol. 1
1051,"Suk, Josef, 1874-1935.","Barkarola = Barkarole = Barcarolle : Balada = Ballade = Ballad : violino I, violino II, viola, violoncello ","Editio Supraphon, Praha, ."," Photocopies of score and parts are stored in a file folder. No originals. Alternate title: Barkarola ze smyčcového kvartetu d moll. ""Pref. by Marie Svobodová in Czech, German and English.""",21470258,S8 4tet Bark
1050,"Suk, Josef, 1874-1935.","Klaviertrio c-moll, op. 2 = Piano trio in C minor, op. 2 ","Simrock, London, .", Photocopies of score and parts are stored in a file folder. No originals. Includes prefatory notes in English and German.,38241460,S8 3tet op. 2
1086,"Suk, Josef, 1874-1935.","Kvintet pro dvoje housle, violu, violoncello a klavír, op. 8 (komp. 1893/1915) / Quintetto per violino I, violino II, viola, violoncello e piano, op. 8 ","Editio Supraphon, Praha, ."," Score and parts are stored in a paper sleeve. Original violoncello part is missing but a photocopy is included. Worn condition. Sleeve is tattered and score is quite worn at the binding. Photocopies of score and part (some letter sized, some oversized and spiral bound) are included. Josef Suk ; partitura a hlasy (rev. Vlastimil Musil).",637466605,S8 5tet op. 8
1131,"Suk, Josef, 1874-1935.","Meditation on the old Bohemian carol ""Svatý Václave"" = Meditation über den altböhmischen Choral ""Svatý Václave"" : op. 35 ","Edwin F. Kalmus, New York, ."," Photocopies of five parts (violin 1, violin 2, viola, violoncello, contrabass). No originals. For string quartet; also arr. By the composer for 5-part string orchestra (2 violins, viola, violoncello and double bass). Where the versions differ, the quartet parts include notation for both, on separate staves.",25497307,S8 5tet op. 35
1056,"Suk, Josef, 1874-1935.","Quartett pro klavir, housle, violu a violoncello = für Klavier, Violine, Viola und Violoncello : op. 1 ","Fr. A. Urbánek, V Praze, ."," Oversized photocopies of score and parts, spiral bound, are stored in a file folder. No originals. ""Druhé, revidované vyd. / k novému vydání přehlédl Otakar Šourek.""",12799621,S8 4tet op. 1
984,"Sviridov, Georgiĭ, 1915-1998.","Trio : for piano, violin and cello = Trio : dli︠a︡ fortepiano, skripki I violoncheli ","Muzyka, Moskva, .", Photocopies of score and parts are stored in file folder. No originals. G. Sviridov.,6937655,S85 3tet
983,"Sviridov, Georgiĭ, 1915-1998.","Trio dli︠a︡ skripki, violoncheli i fortepiano = Trio for violin, cello and piano ","Izdatelʹskoe obʺedinenie ""Kompozitor"", Moskva, .", Score only. Parts are missing. Otherwise good condition. Georgy Sviridov.,225686945,S85 3tet
570,"Swayne, Giles.",Four lyrical pieces :for cello and piano ,"Novello & Company Limited, London, .", Score and part. Excellent condition. No bowmarkings.,22471885,S9 2tet Four
1060,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Deuxième quintuor (ut) : pour deux violons, deux altos et violoncelle, op. 16 ","M.P. Belaïeff, Leipzig, ."," Photocopies of parts, spiral bound with black covers, are stored in a file folder. No originals. Filed with item #1061 (score). Composé par Serge Iw. Tanéïèw.",7442483,T3 5tet op. 16
1061,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Deuxième quintuor (ut) pour deux violons, deux altos et violoncelle, op. 16 ","M.P. Belaïeff, Leipzig, .", Photocopies of score are stored in a file folder. No originals. Filed with item #1060 (parts). Composé par Serge Iw. Tanéïèw.,62767558,T3 5tet op. 16
1068,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Quartet : for piano, violin, viola, and violoncello, op. 20, E major ","State Publishers Music, Moscow, ."," Photocopies of parts (some spiral bound with yellow covers, some loose() are stored in a file folder. No originals. No piano score. S. Taneyev.",10654110,T3 4tet op. 20
1063,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Quintetto : sol, en trois parties : pour deux violons, alto et deux violoncelles, op. 14 ","M.P. Belaïeff, Leipzig, .", Photocopies of score are stored in a file folder. No originals. Filed with item #1062 (parts). Composé par Serge Iw. Tanéïèw.,4765320,T3 4tet op. 14
1062,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Quintetto sol, en trois parties, pour deux violons, alto et deux violoncelles, op. 14 ","M. P. Belaïeff, Leipzig, ."," Photocopies of parts, some spiral bound with black covers, some loose, are stored in a file folder. No originals. Filed with item #1063 (score). Composé par Serge Iw. Tanéïèw. ""A Monsieur N.A. Rimsky-Korsakov.""",7442505,T3 4tet op. 14
990,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Quintuor pour piano, deux violons, alto et violoncelle, op. 30 ","Russischer Musikverlag, Berlin, ."," Photocopies of score and parts (some spiral bound, some loose pages) are stored in file folder. No originals. Serge Iw. Tanéïew. Cover title also in Russian and German.",643534516,T3 5tet op. 30
1059,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Trio in D major, for violin, viola, and cello ","International Music Company, New York City, .", Photocopies of parts are stored in a file folder. No originals. Taneiev.,1249831,T3 3tet op. 22
988,"Taneev, Sergeĭ Ivanovich, 1856-1915.","Trio, D-dur = ré majeur, D major, op. 22, violino, violoncello & piano. ","Anton J. Benjamin, London, ."," Photocopies of score and parts are stored in file folder. No originals. Serge Taneiew. [Bearb. Henri Marteau (violin), A. Kinkulkin (violonello), G. Groschwitz (piano)].",12429998,T3 3tet op. 22
1223,"Tansman, Alexandre, 1897-1986.",Nous jouons pour maman : morceaux très faciles en grosses notes pour violon et violoncello ,"Editions Max Eschig, Paris, .", Two parts.  Volume I (Printemps) of VI only.  Poor condition. Paper is separated completely at the crease of the violin part. Paper is tattering at edges.,221643792,T36 2tet Nous
572,"Tartini, Giuseppe, 1692-1770.",Concerto in D major for cello and piano,"International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. Acc. originally for string orchestra and 2 horns. Cello part originally for Viola da Gamba. [edited by] Gruetzmacher.,1221535,T378 2tet CON D-Maj
453,"Tartini, Giuseppe, 1692-1770.",Variations on a theme by Corelli : for cello and piano ,"International Music Company, New York City, .", Score and part in paper sleeve. Good condition. No bowmarkings. One coffee stain on cover. [transcribed by J.] Stutschewsky. Originally for violin and continuo.,9375206,T378 2tet VAR Core
340,"Tchaikovsky, Peter Ilich, 1840-1893.",Nocturne (1888) für Violoncello solo und Streicher ,"Verlag Walter Wollenweber, München, ."," Score and five parts (solo part missing). Excellent condition. Arr. For violoncello and string orchestra by Heinz Freudenthal from the composer's arrangement, for violoncello and chamber orchestra, of his Nocturne, op. 19, no. 4, for piano.",13044968,T38 ENS NOC op. 19
599,"Tchaikovsky, Peter Ilich, 1840-1893.",Nocturne (1888) für Violoncello und Orchester ,"Verlag Walter Wollenweber, München-Gräfelfing, .", Violoncello solo part only; score is missing (though there are some photocopied pages of the score filed with this item. Very good condition. No bowmarkings. Peter J. Tschaikowsky. Arr. By the composer; originally for piano.,13350574,T38 ENS NOC op. 19
1149,"Tchaikovsky, Peter Ilich, 1840-1893.","October : ""Fall Song"" from ""The Seasons"" / transcription for cello and piano by Michael Lewin for Toby Saks ",", , ."," Photocopies of handwritten score and part. Transcribed by Michael Lewin Nov. 1, 1987 in Walla Walla, WA",,T38 2tet Octo
353,"Tchaikovsky, Peter Ilich, 1840-1893.","Pezzo capriccioso :dlia violoncheli i fortep'iano, soch. 62 ","Gos. myz. izd-vo, Moskva, ."," Score only: cello part is missing. Fair condition, some tearing at the crease on the cover.",461589072,T38 2tet CAP op. 62
423,"Tchaikovsky, Peter Ilich, 1840-1893.","Pezzo capriccioso :for violoncello and piano, op. 62 ","The Well-Tempered Press, , .", Score and part. Very good condition. No bowmarkings. Distributed exclusively by Masters Music.,23834418,T38 2tet CAP op. 62
643,"Tchaikovsky, Peter Ilich, 1840-1893.","Quartet, E-flat minor, for 2 violins, viola and violoncello, Op. 30","Ernst Eulenburg, Ltd., London, .", 89 pages of music. Mini score. Excellent condition.,282169,T38 4tet op. 30 E85
96,"Tchaikovsky, Peter Ilich, 1840-1893.","Quartett für 2 Violinen, Viola, Violoncello, op. 30 ","C. F. Peters Corporation, New York, ."," Four parts in paper sleeve. Some bowmarkings. Very good condition. Other title: Quartett, es-Moll, Opus 30; String quartet Eb minor, opus 30. Peter Tschaikowsky ; revidiert von Arno Hilf.",84649650,T38 4tet op. 30 P48
589,"Tchaikovsky, Peter Ilich, 1840-1893.",Romans ; Razmyslenie,"Muzgiz, Moskva, .", Score and part. Aged condition. Paper is yellowing. Cover is worn and starting to tear at the crease. P. Cajkovskij ; obrab. Dlâ violonceli I fortepiano A. Vlasova.,909861178,T38 2tet Roma
809,"Tchaikovsky, Peter Ilich, 1840-1893.","Souvenir de Florence : for two violins, two violas and two cellos, op. 70 ","Belwin Mills, Melville, N.Y., .", Six parts in paper sleeve. Fair used condition. Sleeve is tearing at the crease. All parts have bowmarkings and show signs of use.,7794210,T38 6tet op. 70 B45
811,"Tchaikovsky, Peter Ilich, 1840-1893.","Souvenir de Florence : opus 70, for two violins, two violas, and two cellos ","International Music Company, New York City, .", Six parts in paper sleeve. Excellent condition. No bowmarkings.,3475861,T38 6tet op. 70 I5
810,"Tchaikovsky, Peter Ilich, 1840-1893.","Souvenir de Florence : opus 70, for two violins, two violas, and two cellos ","International Music Company, New York City, .", Six parts in paper sleeve. Excellent condition. No bowmarkings.,3475861,T38 6tet op. 70 I5
944,"Tchaikovsky, Peter Ilich, 1840-1893.","String quartet in D major (with Andante cantabile), opus 11 ","Kalmus, , .", Photocopies of parts in envelope. No originals.,36354059,T38 4tet op. 11 K35
1045,"Tchaikovsky, Peter Ilich, 1840-1893.","String quartet in D major (with Andante cantabile), opus 11 ","Belwin Mills, Melville, N.Y., .", Photocopies of parts stored in a file folder. No originals. Kalmus chamber music series ; 4014.,20618995,T38 4tet op. 11 B45
723,"Tchaikovsky, Peter Ilich, 1840-1893.","Trio in A minor, opus 50, for piano, violin and cello ","International Music Company, New York City, ."," Score and two parts in paper sleeve. Good condition. Two additional parts (violin, cello) from the same publisher are filed with this item (appear to be an older printing, and paper is yellowed).",811781679,T38 3tet op. 50
587,"Tchaikovsky, Peter Ilich, 1840-1893.","Valse sentimentale, op. 51, no. 6 :solo for violoncello with piano accompaniment ","Carl Fischer, Inc., New York, .", Score and part. Aged condition. Paper is yellowing. Score is tearing at the crease. P. Tschaikowsky ; arranged by Michael Press. Michael Press compositions and transcriptions for string instruments.,10427002,T38 2tet op. 51
614,"Tchaikovsky, Peter Ilich, 1840-1893.",Variacii na temu rokoko :dlâ violonceli s orkestrom ,"Muzyka, Moskva, .", Score and part. Very good condition. No bowmarkings. P. Cajkovskij.  Penciled note states that this piece was edited by Alexander Piatigorsky-Stogorsky.,,T38 ENS VAR op. 33
608,"Tchaikovsky, Peter Ilich, 1840-1893.",Variations on a rococo theme :op. 33 ,"Edwin F. Kalmus & Co., Inc., Boca Raton, Florida, ."," The score is missing. No cover. Parts are in good condition, with minor bowmarkings on some of the parts. The following parts are included: Violino I - 8 / Violino II - 7 / Viola - 5 / Violoncello - 4 / Contrabasso - 2 / Flauto I / Flauto II / Oboe I / Oboe II / Fagott I / Fagott II / Corno I in F / Corno II in F / Clarinetto I in A / Clarinetto II in A",61200109,T38 ENS VAR op. 33 K35
109,"Tchaikovsky, Peter Ilich, 1840-1893.","Variations on a rococo theme :orchestra score, op. 33 ","Edwin F. Kalmus & Co., Inc., Boca Raton, Florida, .", Conductor's Score only. Very good condition.,6234306,T38 ENS VAR op. 33 K35
482,"Tchaikovsky, Peter Ilich, 1840-1893.",Variations on a rococo theme for violoncello and orchestra :op. 33 ,"Gosudarstvennoe Muzykal'noe Izdatel'stvo, Moskva, ."," Score and part in paper sleeve. Worn condition. Cover has completely torn in half. Paper is yellowing. Music pages, otherwise, are in good condition. Tschaikowsky. Arranged for violoncello and pianoforte by V. Fitzenhagen.",10211861,T38 ENS VAR op. 33
500,"Tchaikovsky, Peter Ilich, 1840-1893.","Variations on a theme rococo :opus 33, for cello and piano ","International Music Company, New York City, .", Score and part in paper sleeve. Poor aged condition. Paper is yellowed and falling apart at the binding on both score and part. Somewhat heavy bowmarkings. Cover is separated at the binding and taped together. Tchaikovsky ; [edited by] Leonard Rose.,8422984,T38 ENS VAR op. 33 I5
178,"Thomas, Augusta Read.",Fantasy on two Klee studies :for solo cello ,"Theodore Presser Company, Bryn Mawr, Pennsylvania, .", Solo part in paper sleeve. Excellent condition.,25222010,T46 SOLO FAN
1216,"Thome, Diane, 1942-.",The yew tree ,"D. Thome, Seattle, ."," Spiral bound score. ""For soprano, flute, oboe, clarinet, bassoon, violin, viola, violoncello, harp, celeste/piano, and percussion (one player)."" ""Words from the poem Love's springtime by Robert Strassburg also printed as text.""",28340930,T466 ENS Yew
1079,"Thuille, Ludwig, 1861-1907.","Quintett, (Es dur) für Pianoforte, zwei Violinen, Viola und Violoncell, op. 20","Fr. Kistner, Leipzig, .", Photocopies of score and parts are stored in a manila folder/ file folder. No originals.,480126,T48 5tet op. 20
175,"Tisné, Antoine.",Nuits-- :d'après le poème de David Niemann : pour violoncelle seul ,"Gerard Billaudot, Paris, .", Cello solo part. Excellent condition. No bow markings.,19981343,T5 SOLO Nuit
1206,"Tufts, Paul, 1924-2004.",[Sonata for cello and piano (1959)] ,", Seattle, ."," ""Holograph (photocopy)."" Score and two copies of part are oversized and spiral bound. At end: Sept. 13, 1959, Seattle.",26335091,T8 2tet SON
